range sp1 sp2 sp3 sp4 sp5 sp6 sp7 sp8 sp9 sp10 median_gnd mean_gnd qdist qscore_resolved qscore_unresolved both_resolved both_unresolved
28.0_33.0 AG-894-A11 AG-891-P06 AH-287-O21 AG-892-O07 AG-891-K18 AG-390-N04 AG-911-F16 AG-915-O07 AG-447-O13 AG-319-D09 35 32.8344 0.311111 112 32.6667 112 91
28.0_33.0 AG-893-O06 AG-404-P01 AG-893-K07 AG-899-I09 AG-453-B23 AG-911-F16 AG-915-O07 AG-337-E20 AG-426-I05 AG-911-G14 31.0581 32.3414 0.311111 112 32.6667 112 91
28.0_33.0 AG-892-M06 AG-898-G21 AG-911-E22 AG-893-P05 AG-426-F20 AG-422-M03 AG-337-B03 AG-919-E23 AG-453-B11 AG-390-E17 35 33.0664 0.387302 88 40.6667 88 115
28.0_33.0 AG-907-B09 AG-901-G03 AH-287-L13 AG-911-F16 AG-426-F20 AG-337-E20 AG-365-L08 AG-907-E05 AG-896-F13 AG-453-B11 35 33.4708 0.231746 137 24.3333 137 73
28.0_33.0 AG-911-F16 AG-390-N04 AG-900-M14 AG-910-M21 AG-447-A02 AG-915-O07 AG-337-B03 AG-891-J16 AG-447-O13 AG-911-G14 30.6873 31.9082 0.311111 112 32.6667 112 91
28.0_33.0 AH-287-O21 AG-893-P05 AG-337-E07 AG-891-K18 AG-390-N04 AG-911-F16 AG-915-O07 AG-404-M02 AG-915-K19 AG-917-C02 30.835 32.3518 0.238095 135 25 135 68
28.0_33.0 AG-893-A21 AG-894-C10 AG-447-N18 AH-287-O21 AG-911-F16 AG-899-B02 AG-898-B20 AG-337-E20 AG-319-D09 AG-447-K20 35 33.0999 0.409524 81 43 81 104
28.0_33.0 AG-337-G06 AG-422-D23 AG-892-O07 AG-911-F16 AG-915-O07 AG-337-B03 AG-917-C02 AH-324-F14 AG-915-K19 AG-907-E05 35 33.2983 0.269841 125 28.3333 125 73
28.0_33.0 AG-914-D08 AG-905-A10 AG-893-F05 AH-287-L13 AH-321-D15 AG-916-C10 AG-915-O07 AG-447-O13 AG-917-C02 AG-911-G14 35 32.8734 0.365079 95 38.3333 95 115
28.0_33.0 AG-907-B09 AG-447-O14 AG-916-I16 AG-907-B04 AG-893-M20 AG-893-P05 AG-911-F16 AG-359-F09 AG-915-O07 AG-313-D08 30.6594 31.4935 0.577778 28 60.6667 28 155
28.0_33.0 AH-287-L13 AG-892-D10 AG-911-F16 AG-343-E15 AG-915-O07 AG-337-B03 AG-892-F10 AG-915-K19 AG-447-K20 AG-907-E05 35 32.7291 0.225397 139 23.6667 139 57
28.0_33.0 AG-915-C07 AG-892-C08 AG-893-K07 AH-287-L13 AG-891-J06 AG-435-F03 AG-899-B02 AG-349-G20 AG-447-O13 AG-911-G14 31.022 32.3109 0.311111 112 32.6667 112 91
28.0_33.0 AG-464-G03 AG-893-E15 AG-359-I09 AH-287-O21 AG-891-J06 AG-453-B23 AG-892-M03 AG-915-O07 AG-899-D02 AG-919-E23 30.7737 32.419 0.387302 88 40.6667 88 91
28.0_33.0 AG-439-D15 AG-905-M18 AG-893-E15 AG-891-P20 AG-892-O07 AG-390-N04 AG-907-I19 AG-915-O07 AG-907-E05 AH-324-F14 30.885 32.3821 0.492063 55 51.6667 55 129
28.0_33.0 AH-287-O21 AG-893-P05 AG-891-J18 AG-343-E15 AG-916-C10 AG-337-E20 AG-907-E05 AG-915-K19 AG-313-D08 AG-447-O13 35 34.0048 0.225397 139 23.6667 139 52
28.0_33.0 AG-893-K07 AG-892-O07 AG-404-B13 AG-891-J06 AG-916-C10 AG-915-O07 AG-911-F13 AG-365-L08 AG-907-E05 AG-911-G14 35 33.3433 0.215873 142 22.6667 142 68
28.0_33.0 AG-911-F16 AG-899-B02 AH-321-D15 AG-895-E07 AG-349-G20 AG-915-O07 AG-919-E23 AG-911-G14 AG-319-D09 AG-447-O13 35 33.7317 0.136508 167 14.3333 167 24
28.0_33.0 AG-911-F16 AG-453-B23 AG-904-O04 AG-426-I10 AG-915-O07 AG-911-F13 AG-919-E23 AG-915-K19 AG-319-D09 AG-447-O13 35 33.4482 0.225397 139 23.6667 139 52
28.0_33.0 AG-911-E02 AG-918-N23 AG-916-I19 AH-287-O21 AG-893-P05 AG-911-F16 AG-916-C10 AG-891-J16 AG-919-E23 AG-917-C02 35 32.8264 0.409524 81 43 81 129
28.0_33.0 AG-426-I04 AG-426-G09 AG-899-B02 AG-915-O07 AG-337-B03 AG-907-E05 AG-896-F13 AG-917-C02 AG-911-G14 AG-426-I05 35 33.7105 0.155556 161 16.3333 161 37
28.0_33.0 AH-287-O21 AG-893-P05 AG-893-L04 AG-911-F16 AG-435-F03 AG-898-B20 AG-915-O07 AG-313-D08 AG-911-G14 AG-365-L08 35 33.2576 0.238095 135 25 135 68
28.0_33.0 AG-913-N02 AG-313-A04 AG-917-N15 AG-892-O07 AG-911-F16 AG-337-B03 AG-911-F13 AG-896-F13 AG-911-G14 AG-426-I05 35 32.9507 0.365079 95 38.3333 95 115
28.0_33.0 AH-287-O21 AG-891-K19 AG-891-K18 AG-916-C10 AG-915-O07 AG-337-B03 AG-453-B11 AG-447-K20 AG-313-D08 AG-365-L08 35 34.1842 0.203175 146 21.3333 146 52
28.0_33.0 AG-910-M21 AG-917-N15 AG-899-M17 AH-287-O21 AH-321-D15 AG-891-K18 AG-911-F16 AG-915-O07 AG-337-B03 AG-447-O13 31.0054 32.1657 0.387302 88 40.6667 88 115
28.0_33.0 AG-319-D07 AG-390-D15 AH-287-L13 AG-891-K18 AG-915-O07 AG-917-C02 AG-447-K20 AG-453-B11 AG-896-F13 AG-390-E17 35 33.4717 0.260317 128 27.3333 128 55
28.0_33.0 AH-287-O21 AG-892-O07 AG-911-E02 AG-911-F16 AH-321-D15 AG-907-I19 AG-365-L08 AG-907-E05 AG-896-F13 AH-324-F14 35 33.6708 0.165079 158 17.3333 158 52
28.0_33.0 AG-893-B07 AG-920-I23 AG-894-I22 AG-915-O06 AH-287-O21 AG-911-F16 AG-422-M03 AG-896-F13 AG-911-G14 AG-390-E17 35 33.2487 0.387302 88 40.6667 88 91
28.0_33.0 AG-891-J06 AG-343-E15 AG-892-M03 AG-913-N02 AG-895-F20 AG-447-A02 AG-915-O07 AG-337-B03 AG-907-E05 AH-324-F14 31.7088 32.7126 0.311111 112 32.6667 112 91
28.0_33.0 AG-893-K07 AG-892-O07 AG-907-B09 AG-461-P14 AG-390-N04 AG-895-B20 AG-915-O07 AG-337-B03 AG-365-L08 AG-907-E05 30.9113 32.2715 0.311111 112 32.6667 112 91
28.0_33.0 AG-907-B09 AG-915-C06 AG-893-P05 AG-911-F16 AG-892-M03 AG-343-E15 AG-895-B20 AG-915-O07 AG-319-D09 AG-911-G14 30.9366 32.5452 0.288889 119 30.3333 119 91
28.0_33.0 AG-911-F16 AG-891-K18 AG-911-E22 AG-893-I03 AG-337-B03 AG-907-E05 AG-896-F13 AG-453-B11 AH-324-F14 AG-390-E17 35 33.7317 0.219048 141 23 141 20
28.0_33.0 AH-287-O21 AG-892-O07 AG-913-N02 AG-918-N23 AG-896-A02 AG-911-F16 AG-899-I09 AG-898-B20 AG-896-F13 AH-324-F14 31.1344 32.6989 0.409524 81 43 81 129
28.0_33.0 AG-910-M21 AG-430-I18 AH-287-L13 AG-899-I09 AG-390-N04 AG-911-F16 AG-899-B02 AG-337-E20 AG-390-E17 AG-907-E05 31.0491 32.4124 0.269841 125 28.3333 125 73
28.0_33.0 AG-917-C02 AG-447-K20 AG-453-B11 AG-907-E05 AG-426-I05 AG-893-B07 AG-892-I02 AG-893-P05 AG-911-F16 AG-422-M03 35 33.6995 0.155556 161 16.3333 161 37
28.0_33.0 AG-907-E05 AG-447-K20 AG-313-D08 AG-447-O13 AG-426-J10 AG-903-I23 AG-901-A07 AH-287-O21 AG-893-P05 AG-422-M03 35 33.7621 0.292063 118 30.6667 118 52
28.0_33.0 AG-895-E07 AG-404-B13 AG-895-F07 AG-892-O07 AG-911-F16 AG-899-B02 AG-390-N04 AG-337-E20 AG-896-F13 AG-447-K20 30.7614 32.1159 0.365079 95 38.3333 95 91
28.0_33.0 AG-907-B09 AG-337-E07 AG-917-M17 AH-287-O21 AG-915-O07 AG-892-K07 AG-919-E23 AG-911-G14 AG-390-E17 AG-365-L08 35 33.9345 0.292063 118 30.6667 118 73
28.0_33.0 AG-913-M07 AG-895-A09 AG-907-B09 AG-893-K07 AG-892-O07 AG-899-I09 AG-915-O07 AG-337-E20 AG-426-I05 AG-911-G14 31.2682 32.5629 0.409524 81 43 81 104
28.0_33.0 AG-900-M14 AG-915-I10 AH-287-O21 AG-911-F16 AG-899-I09 AG-891-J16 AG-337-B03 AG-917-C02 AG-911-G14 AG-313-D08 35 33.3454 0.288889 119 30.3333 119 91
28.0_33.0 AG-907-B09 AG-918-B06 AG-337-G06 AG-457-A08 AG-453-B23 AG-907-E05 AG-896-F13 AG-917-C02 AH-324-F14 AG-313-D08 35 33.4978 0.238095 135 25 135 55
28.0_33.0 AH-287-O21 AG-893-P05 AG-430-N16 AG-404-P01 AG-911-F16 AH-321-D15 AG-915-O07 AG-911-G14 AH-324-F14 AG-919-E23 35 33.0912 0.311111 112 32.6667 112 91
28.0_33.0 AG-907-B09 AG-390-I15 AG-915-I10 AH-287-O21 AG-891-J06 AG-907-I19 AG-337-B03 AG-907-E05 AG-917-C02 AG-390-E17 35 33.531 0.387302 88 40.6667 88 115
28.0_33.0 AG-422-M03 AG-390-N04 AG-913-N02 AG-915-C07 AG-915-O07 AG-907-E05 AG-919-E23 AG-911-G14 AG-313-D08 AG-426-I05 35 33.8516 0.203175 146 21.3333 146 37
28.0_33.0 AG-913-N02 AG-430-J07 AG-919-D10 AH-287-O21 AG-911-F16 AG-891-K18 AG-359-F09 AG-915-O07 AG-319-D09 AH-324-F14 31.0883 32.6121 0.409524 81 43 81 129
28.0_33.0 AG-893-K07 AG-892-O07 AG-893-B07 AG-911-F16 AG-899-I09 AG-892-F10 AG-337-E20 AG-917-C02 AG-447-K20 AG-915-K19 35 32.8912 0.215873 142 22.6667 142 68
28.5_33.5 AH-321-D15 AG-892-M03 AH-287-O21 AH-287-L13 AG-337-E20 AG-404-M02 AG-917-C02 AG-911-G14 AG-907-E05 AG-447-O13 35 33.6041 0.12381 171 13 171 32
28.5_33.5 AG-891-K18 AG-426-F20 AG-911-F16 AG-892-O09 AG-895-B20 AG-907-E05 AG-896-F13 AG-453-B11 AH-324-F14 AG-313-D08 35 33.597 0.171429 156 18 156 15
28.5_33.5 AG-911-F16 AG-426-F20 AH-287-O21 AG-892-O07 AG-359-F09 AG-337-E20 AG-907-E05 AG-919-E23 AH-324-F14 AG-447-O13 35 33.4789 0.101587 178 10.6667 178 32
28.5_33.5 AG-911-F16 AG-892-M03 AG-892-O07 AG-337-B03 AG-911-F13 AG-907-E05 AG-896-F13 AG-917-C02 AG-313-D08 AG-426-I05 35 33.8988 0.149206 163 15.6667 163 20
28.5_33.5 AG-911-F16 AG-426-F20 AG-426-O05 AG-349-G20 AG-337-B03 AG-453-B11 AG-447-K20 AG-907-E05 AG-313-D08 AG-447-O13 35 33.9095 0.171429 156 18 156 0
28.5_33.5 AH-321-D15 AG-899-I09 AG-911-F16 AG-422-M03 AG-422-C20 AG-337-B03 AG-892-K07 AG-390-E17 AG-915-K19 AG-447-O13 35 33.0747 0.136508 167 14.3333 167 0
28.5_33.5 AH-287-L13 AG-343-K02 AG-891-K18 AG-435-F03 AG-916-C10 AG-337-B03 AG-453-B11 AG-447-K20 AG-907-E05 AG-390-E17 35 33.6434 0.219048 141 23 141 43
28.5_33.5 AH-321-D15 AG-899-I09 AG-911-F16 AH-287-L13 AG-898-B20 AG-337-E20 AG-907-E05 AG-896-F13 AG-911-G14 AG-426-I05 35 33.3272 0.0984127 179 10.3333 179 24
28.5_33.5 AG-911-F16 AG-899-B02 AG-390-N04 AH-287-O21 AG-893-P05 AG-898-B20 AG-337-B03 AG-907-E05 AG-917-C02 AG-390-E17 35 33.2241 0.136508 167 14.3333 167 36
28.5_33.5 AH-287-O21 AG-447-N18 AG-426-F20 AG-899-I09 AG-911-F16 AG-892-M03 AG-891-J16 AG-337-E20 AG-319-D09 AG-919-E23 35 33.048 0.203175 146 21.3333 146 52
28.5_33.5 AG-893-K07 AG-893-P05 AG-426-O05 AG-891-J06 AG-390-N04 AG-422-M03 AG-911-F13 AG-447-O13 AG-907-E05 AG-919-E23 35 33.1507 0.203175 146 21.3333 146 57
28.5_33.5 AG-892-O07 AG-426-I21 AG-426-F20 AG-899-I09 AG-911-F16 AG-915-O07 AG-907-E05 AG-919-E23 AH-324-F14 AG-426-I05 35 33.6314 0.15873 160 16.6667 160 43
28.5_33.5 AH-287-O21 AG-319-M14 AG-911-F16 AG-422-M03 AG-453-B23 AG-895-B20 AG-337-E20 AG-453-B11 AG-447-K20 AG-907-E05 35 33.261 0.203175 146 21.3333 146 57
28.5_33.5 AH-287-O21 AH-287-L13 AG-913-M07 AG-891-J06 AG-453-B23 AG-899-D02 AG-896-F13 AH-324-F14 AG-313-D08 AG-447-O13 35 33.5931 0.225397 139 23.6667 139 52
28.5_33.5 AH-287-L13 AG-912-E13 AG-911-F16 AG-899-B02 AG-390-N04 AG-359-F09 AG-337-B03 AG-917-C02 AG-453-B11 AG-907-E05 35 32.84 0.203175 146 21.3333 146 57
28.5_33.5 AG-893-K07 AH-287-L13 AG-899-M17 AH-321-D15 AG-891-J06 AG-892-M03 AG-337-E20 AG-907-E05 AG-911-G14 AG-313-D08 35 33.3646 0.225397 139 23.6667 139 57
28.5_33.5 AH-287-O21 AG-447-C08 AG-911-F16 AG-422-M03 AG-435-F03 AG-337-B03 AG-901-J22 AG-313-D08 AG-907-E05 AG-447-O13 35 33.4622 0.203175 146 21.3333 146 57
28.5_33.5 AG-893-K07 AG-892-O07 AH-321-D15 AG-899-I09 AG-892-F10 AG-337-B03 AG-907-E05 AH-324-F14 AG-390-E17 AG-447-O13 35 33.5679 0.161905 159 17 159 32
28.5_33.5 AG-891-J06 AG-435-F03 AG-911-F16 AG-893-P05 AG-337-E20 AG-907-E05 AG-919-E23 AG-453-B11 AH-324-F14 AG-447-O13 35 33.6107 0.107937 176 11.3333 176 15
28.5_33.5 AH-287-O21 AG-337-D16 AG-911-F16 AG-435-F03 AG-337-B03 AG-915-K19 AG-917-C02 AG-919-E23 AG-319-D09 AG-447-O13 35 33.7322 0.225397 139 23.6667 139 37
28.5_33.5 AG-891-J06 AG-892-M03 AG-892-O07 AG-337-B03 AG-911-F13 AG-365-L08 AG-907-E05 AG-896-F13 AG-915-K19 AG-447-K20 35 34.0101 0.101587 178 10.6667 178 20
28.5_33.5 AG-893-P05 AG-894-I07 AG-911-F16 AG-390-N04 AG-337-B03 AG-907-E05 AG-919-E23 AG-915-K19 AG-447-K20 AG-313-D08 35 33.7705 0.219048 141 23 141 37
28.5_33.5 AG-893-K07 AG-900-G16 AG-911-F16 AG-916-C10 AG-891-J06 AG-901-J22 AG-907-E05 AG-919-E23 AG-390-E17 AG-426-I05 35 33.564 0.174603 155 18.3333 155 43
28.5_33.5 AH-287-L13 AG-430-G14 AH-321-D15 AG-899-I09 AG-911-F16 AG-898-B20 AG-907-E05 AG-919-E23 AG-453-B11 AG-319-D09 35 33.5564 0.196825 148 20.6667 148 43
28.5_33.5 AH-321-D15 AG-899-I09 AG-911-F16 AG-892-M03 AH-287-L13 AG-901-J22 AG-911-G14 AH-324-F14 AG-907-E05 AG-390-E17 35 33.8148 0.149206 163 15.6667 163 16
28.5_33.5 AG-911-F16 AG-422-M03 AG-343-E15 AG-915-B23 AG-337-B03 AG-404-M02 AG-911-G14 AH-324-F14 AG-907-E05 AG-447-O13 35 33.3516 0.0984127 179 10.3333 179 0
28.5_33.5 AG-919-E23 AG-453-B11 AG-313-D08 AG-426-I05 AG-893-K07 AG-893-P05 AG-910-E21 AG-911-F16 AG-422-M03 AG-453-B23 35 33.3743 0.136508 167 14.3333 167 0
28.5_33.5 AG-911-F16 AG-892-M03 AG-891-K18 AH-287-O21 AH-287-L13 AG-337-E20 AG-915-K19 AG-917-C02 AG-919-E23 AG-390-E17 35 33.6823 0.136508 167 14.3333 167 24
28.5_33.5 AG-891-K18 AG-426-F20 AG-899-B02 AG-430-J21 AG-892-F10 AG-907-E05 AG-919-E23 AG-911-G14 AG-447-K20 AG-319-D09 35 33.8556 0.171429 156 18 156 0
28.5_33.5 AH-287-O21 AG-893-P05 AG-426-M19 AH-321-D15 AG-891-J06 AG-915-O07 AG-907-E05 AG-896-F13 AG-911-G14 AG-447-K20 35 33.2992 0.203175 146 21.3333 146 52
28.5_33.5 AH-287-O21 AG-893-P05 AG-894-F03 AH-321-D15 AG-891-J06 AG-911-F16 AG-337-E20 AG-896-F13 AG-915-K19 AG-447-O13 35 32.9319 0.203175 146 21.3333 146 57
28.5_33.5 AG-907-E05 AG-896-F13 AG-917-C02 AG-319-D09 AG-426-I05 AG-893-P05 AG-414-N23 AG-911-F16 AG-422-M03 AG-343-E15 35 33.7024 0.133333 168 14 168 15
28.5_33.5 AG-893-K07 AG-892-O07 AG-918-G15 AG-911-F16 AG-899-B02 AG-359-F09 AG-911-G14 AG-447-K20 AG-896-F13 AG-319-D09 35 33.388 0.225397 139 23.6667 139 52
28.5_33.5 AG-892-O07 AG-919-I13 AG-891-K18 AG-343-E15 AG-911-F16 AG-337-B03 AG-907-E05 AG-919-E23 AG-447-K20 AG-319-D09 35 33.7166 0.196825 148 20.6667 148 43
28.5_33.5 AG-891-K18 AG-390-N04 AG-899-B02 AG-893-P05 AG-349-G20 AG-915-K19 AH-324-F14 AG-907-E05 AG-313-D08 AG-365-L08 35 33.8046 0.177778 154 18.6667 154 15
28.5_33.5 AG-891-J06 AG-453-B23 AG-911-F16 AG-899-B02 AG-893-K07 AG-898-B20 AG-337-E20 AG-390-E17 AG-919-E23 AG-365-L08 35 33.2267 0.136508 167 14.3333 167 24
28.5_33.5 AH-287-O21 AH-287-L13 AG-916-A21 AH-321-D15 AG-359-F09 AG-907-E05 AG-919-E23 AG-447-K20 AG-313-D08 AG-365-L08 35 33.9382 0.203175 146 21.3333 146 37
28.5_33.5 AH-287-O21 AG-893-P05 AG-439-N16 AG-911-F16 AG-453-B23 AG-892-F10 AG-337-E20 AG-390-E17 AG-907-E05 AG-426-I05 35 33.4317 0.238095 135 25 135 68
28.5_33.5 AH-287-O21 AG-892-I02 AG-891-K18 AG-435-F03 AG-892-M03 AG-915-O07 AG-337-B03 AG-907-E05 AG-915-K19 AG-447-O13 35 33.4992 0.203175 146 21.3333 146 57
28.5_33.5 AG-426-F20 AG-891-J06 AG-911-F16 AG-892-M03 AG-895-B06 AG-349-G20 AG-337-E20 AG-319-D09 AG-896-F13 AG-365-L08 35 33.5733 0.136508 167 14.3333 167 0
28.5_33.5 AH-287-O21 AG-893-P05 AG-911-P04 AG-911-F16 AG-891-J06 AG-349-G20 AG-337-E20 AG-319-D09 AG-907-E05 AG-365-L08 35 33.333 0.238095 135 25 135 68
28.5_33.5 AG-899-I09 AG-390-N04 AG-911-F16 AG-916-C10 AG-893-K07 AG-895-B20 AG-907-E05 AG-917-C02 AG-313-D08 AG-365-L08 35 33.8042 0.149206 163 15.6667 163 16
28.5_33.5 AG-893-K07 AG-911-P04 AG-911-F16 AG-899-I09 AG-898-B20 AG-907-E05 AG-919-E23 AH-324-F14 AG-313-D08 AG-426-I05 35 33.9646 0.203175 146 21.3333 146 37
28.5_33.5 AG-893-K07 AG-918-B08 AG-911-F16 AG-892-M03 AG-891-J06 AG-337-E20 AG-907-E05 AG-896-F13 AG-917-C02 AG-447-O13 35 33.4792 0.136508 167 14.3333 167 43
28.5_33.5 AG-891-K18 AG-453-B23 AG-911-F16 AG-893-K07 AG-892-O07 AG-895-B20 AG-337-B03 AG-319-D09 AG-447-K20 AG-447-O13 35 33.108 0.15873 160 16.6667 160 36
28.5_33.5 AG-911-F16 AG-435-F03 AH-287-L13 AG-337-E20 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-313-D08 AG-426-I05 35 34.1026 0.190476 150 20 150 12
28.5_33.5 AG-891-J06 AG-435-F03 AG-911-F16 AG-422-M03 AG-337-E20 AG-911-F13 AG-907-E05 AG-919-E23 AG-911-G14 AG-447-K20 35 33.4398 0.0761905 186 8 186 0
28.5_33.5 AG-426-F20 AG-891-J06 AG-911-F16 AH-287-O21 AH-287-L13 AG-901-J22 AG-919-E23 AG-447-K20 AG-390-E17 AG-447-O13 35 33.6344 0.15873 160 16.6667 160 24
28.5_33.5 AG-911-F16 AG-422-M03 AG-899-I09 AG-892-O07 AG-892-F10 AG-337-B03 AG-907-E05 AG-896-F13 AG-453-B11 AG-319-D09 35 33.7322 0.114286 174 12 174 24
28.5_33.5 AG-899-I09 AG-343-E15 AG-911-F16 AG-893-K07 AG-891-J16 AG-337-E20 AG-907-E05 AG-915-K19 AG-390-E17 AG-447-O13 35 33.6326 0.15873 160 16.6667 160 24
29.0_34.0 AG-893-K07 AG-919-M05 AG-911-F16 AG-916-C10 AH-321-D15 AG-337-B03 AG-899-D02 AG-907-E05 AG-453-B11 AG-390-E17 35 33.3752 0.203175 146 21.3333 146 57
29.0_34.0 AH-287-O21 AH-287-L13 AG-904-L02 AG-911-F16 AG-916-C10 AG-453-B23 AG-337-B03 AG-319-D09 AG-917-C02 AG-365-L08 35 33.1793 0.203175 146 21.3333 146 57
29.0_34.0 AH-287-O21 AG-893-P05 AG-390-D05 AG-911-F16 AG-422-M03 AG-453-B23 AG-899-D02 AG-896-F13 AH-324-F14 AG-313-D08 35 33.1588 0.203175 146 21.3333 146 57
29.0_34.0 AG-911-F16 AG-916-C10 AG-893-P05 AG-337-B03 AG-892-K07 AG-907-E05 AG-896-F13 AG-911-G14 AG-319-D09 AG-426-I05 35 33.8458 0.149206 163 15.6667 163 20
29.0_34.0 AH-287-L13 AG-891-J07 AG-911-F16 AG-916-C10 AG-891-J16 AG-337-B03 AG-907-E05 AG-896-F13 AG-915-K19 AG-390-E17 35 33.4777 0.203175 146 21.3333 146 52
29.0_34.0 AG-911-F16 AG-899-B02 AG-343-E15 AH-287-L13 AG-911-F13 AG-907-E05 AG-896-F13 AG-911-G14 AH-324-F14 AG-426-I05 35 33.4759 0.0857143 183 9 183 15
29.0_34.0 AG-893-K07 AG-891-K05 AG-426-F20 AG-899-D02 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-390-E17 AG-426-I05 35 34.1317 0.231746 137 24.3333 137 25
29.0_34.0 AH-287-O21 AG-893-P05 AG-464-P13 AG-911-F16 AG-422-M03 AG-453-B23 AG-907-E05 AG-896-F13 AG-911-G14 AG-313-D08 35 33.5197 0.114286 174 12 174 0
29.0_34.0 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-426-I05 AG-893-K07 AH-287-L13 AG-894-F03 AG-899-B02 AG-453-B23 35 33.9322 0.101587 178 10.6667 178 0
29.0_34.0 AH-287-L13 AH-324-K07 AG-911-F16 AG-899-B02 AG-343-E15 AG-359-F09 AG-365-L08 AG-453-B11 AH-324-F14 AG-907-E05 35 33.3268 0.15873 160 16.6667 160 43
29.0_34.0 AG-911-F16 AH-321-D15 AH-287-O21 AG-893-P05 AG-337-B03 AG-911-F13 AG-907-E05 AG-896-F13 AG-453-B11 AG-426-I05 35 33.3917 0.101587 178 10.6667 178 32
29.0_34.0 AG-911-F16 AG-435-F03 AG-892-O07 AG-337-B03 AG-911-F13 AG-911-G14 AH-324-F14 AG-896-F13 AG-313-D08 AG-447-O13 35 33.4248 0.171429 156 18 156 20
29.0_34.0 AH-287-O21 AG-893-P05 AG-916-I19 AG-911-F16 AG-892-M03 AG-359-F09 AG-337-E20 AG-896-F13 AG-447-K20 AG-313-D08 35 33.2356 0.238095 135 25 135 68
29.0_34.0 AG-893-K07 AG-893-P05 AG-908-C17 AG-911-F16 AG-343-E15 AG-337-E20 AG-404-M02 AG-907-E05 AG-919-E23 AG-917-C02 35 32.8458 0.215873 142 22.6667 142 68
29.0_34.0 AG-893-K07 AG-915-G13 AG-911-F16 AG-899-B02 AG-337-B03 AG-907-E05 AG-896-F13 AG-917-C02 AG-453-B11 AG-313-D08 35 33.775 0.219048 141 23 141 37
29.0_34.0 AG-911-F16 AG-899-B02 AG-435-F03 AH-287-O21 AG-893-P05 AG-337-E20 AG-365-L08 AG-917-C02 AG-911-G14 AG-919-E23 35 33.3851 0.0984127 179 10.3333 179 24
29.0_34.0 AH-287-O21 AG-892-O07 AG-461-E05 AG-453-B23 AG-891-J16 AG-337-B03 AG-907-E05 AG-896-F13 AG-447-K20 AG-426-I05 35 33.4988 0.165079 158 17.3333 158 52
29.0_34.0 AG-426-F20 AG-422-M03 AG-349-D19 AG-359-F09 AG-907-E05 AG-919-E23 AG-917-C02 AG-453-B11 AG-319-D09 AG-426-I05 35 34.1298 0.190476 150 20 150 0
29.0_34.0 AH-287-L13 AG-447-K09 AG-426-F20 AG-422-M03 AG-337-E20 AG-892-K07 AG-896-F13 AG-447-K20 AG-390-E17 AG-447-O13 35 33.3948 0.225397 139 23.6667 139 52
29.0_34.0 AG-893-K07 AG-893-P05 AG-911-F16 AG-337-B03 AG-404-M02 AG-915-K19 AG-447-K20 AG-907-E05 AG-313-D08 AG-365-L08 35 33.7915 0.171429 156 18 156 20
29.0_34.0 AG-911-F16 AH-321-D15 AG-908-F18 AG-337-B03 AG-404-M02 AG-907-E05 AG-896-F13 AG-917-C02 AG-319-D09 AG-365-L08 35 33.6128 0.149206 163 15.6667 163 0
29.0_34.0 AH-287-O21 AG-892-O07 AG-447-N08 AG-911-F16 AG-422-M03 AG-453-B23 AG-891-J16 AG-319-D09 AG-896-F13 AG-447-O13 35 33.1433 0.203175 146 21.3333 146 57
29.0_34.0 AH-287-O21 AG-893-P05 AG-918-M15 AG-915-O07 AG-337-E20 AG-915-K19 AG-917-C02 AG-896-F13 AG-319-D09 AG-447-O13 35 33.8219 0.171429 156 18 156 0
29.0_34.0 AG-892-O07 AG-900-I19 AG-911-F16 AG-899-B02 AG-337-E20 AG-907-E05 AG-919-E23 AG-915-K19 AG-319-D09 AG-447-O13 35 33.8959 0.203175 146 21.3333 146 37
29.0_34.0 AG-892-O07 AG-470-O10 AG-911-F16 AG-422-M03 AG-426-F20 AG-349-G20 AG-337-E20 AG-390-E17 AG-447-K20 AG-447-O13 35 32.9621 0.203175 146 21.3333 146 57
29.0_34.0 AG-893-K07 AH-287-L13 AG-333-M03 AG-911-F16 AG-899-B02 AG-343-E15 AG-337-E20 AG-919-E23 AG-453-B11 AG-426-I05 35 33.0316 0.180952 153 19 153 57
29.0_34.0 AG-911-F16 AG-892-M03 AH-321-D15 AH-287-O21 AH-287-L13 AG-337-B03 AG-907-E05 AG-896-F13 AG-453-B11 AG-426-I05 35 33.4768 0.0761905 186 8 186 24
29.0_34.0 AG-893-K07 AG-893-P05 AH-321-D13 AH-321-D15 AG-422-M03 AG-337-E20 AG-907-E05 AG-919-E23 AG-447-K20 AG-313-D08 35 33.4924 0.203175 146 21.3333 146 52
29.0_34.0 AH-287-O21 AH-287-L13 AG-917-K06 AG-907-I19 AG-337-E20 AG-907-E05 AG-919-E23 AG-453-B11 AG-447-K20 AG-319-D09 35 34.0936 0.165079 158 17.3333 158 0
29.0_34.0 AG-893-K07 AG-892-O07 AG-426-M19 AG-911-F16 AG-422-M03 AG-390-N04 AG-337-B03 AG-901-J22 AG-907-E05 AG-919-E23 31.1299 32.4625 0.215873 142 22.6667 142 68
