range sp1 sp2 sp3 sp4 sp5 sp6 sp7 sp8 sp9 sp10 median_gnd mean_gnd qdist qscore_resolved qscore_unresolved both_resolved both_unresolved
29.0_34.0 AG-893-K07 AG-893-P05 AG-894-P17 AG-911-F16 AG-453-B23 AG-915-O07 AG-337-E20 AG-365-L08 AG-919-E23 AH-324-F14 35 32.8106 0.215873 142 22.6667 142 68
29.0_34.0 AG-893-K07 AG-893-P05 AG-898-G21 AG-911-F16 AG-435-F03 AG-337-E20 AG-901-J22 AG-907-E05 AG-896-F13 AG-447-K20 31.3264 32.7903 0.215873 142 22.6667 142 68
29.0_34.0 AH-287-O21 AG-918-K09 AG-911-F16 AG-892-M03 AG-337-B03 AG-892-K07 AG-917-C02 AG-911-G14 AG-919-E23 AG-319-D09 35 34.0013 0.225397 139 23.6667 139 52
29.0_34.0 AG-911-F16 AG-899-B02 AG-453-B23 AG-893-K07 AG-893-P05 AG-337-E20 AG-365-L08 AG-907-E05 AG-919-E23 AG-915-K19 35 33.5829 0.0761905 186 8 186 24
29.0_34.0 AH-287-O21 AG-891-G05 AG-911-F16 AG-422-M03 AG-426-F20 AG-911-L17 AG-907-E05 AG-919-E23 AG-911-G14 AG-426-I05 35 33.6882 0.136508 167 14.3333 167 43
29.0_34.0 AG-893-K07 AG-915-C06 AG-911-F16 AG-892-M03 AH-321-D15 AG-359-F09 AG-915-K19 AG-917-C02 AG-313-D08 AG-426-I05 35 33.6363 0.174603 155 18.3333 155 43
29.0_34.0 AG-893-K07 AH-287-L13 AG-414-B15 AG-899-B02 AG-426-F20 AG-337-E20 AG-911-F13 AG-896-F13 AG-447-K20 AG-319-D09 35 33.2714 0.238095 135 25 135 68
29.0_34.0 AG-893-K07 AG-893-M03 AG-911-F16 AG-916-C10 AG-390-N04 AG-337-E20 AG-919-E23 AH-324-F14 AG-313-D08 AG-426-I05 35 33.7097 0.196825 148 20.6667 148 43
29.0_34.0 AH-287-O21 AG-892-M03 AG-349-G20 AG-337-E20 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-313-D08 AG-426-I05 35 34.571 0.190476 150 20 150 12
29.0_34.0 AG-919-E23 AG-453-B11 AG-313-D08 AG-426-I05 AH-287-O21 AG-893-P05 AG-404-P01 AG-911-F16 AG-899-B02 AG-453-B23 35 33.5599 0.136508 167 14.3333 167 24
29.0_34.0 AH-287-O21 AG-894-F15 AG-911-F16 AG-337-B03 AG-911-F13 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-426-I05 35 34.1349 0.155556 161 16.3333 161 37
29.0_34.0 AG-893-K07 AH-287-L13 AG-911-P04 AG-426-F20 AG-892-M03 AG-349-G20 AG-907-E05 AG-919-E23 AH-324-F14 AG-426-I05 35 33.7558 0.165079 158 17.3333 158 52
29.0_34.0 AH-287-L13 AG-891-G05 AG-911-F16 AG-390-N04 AG-337-E20 AG-907-E05 AG-919-E23 AG-453-B11 AG-447-K20 AG-319-D09 35 33.6721 0.219048 141 23 141 37
29.0_34.0 AG-911-F16 AG-426-F20 AG-893-K07 AH-287-L13 AG-895-B20 AG-337-B03 AG-319-D09 AG-907-E05 AG-919-E23 AG-447-O13 35 33.5262 0.139683 166 14.6667 166 32
29.0_34.0 AG-911-F16 AG-426-F20 AG-893-K07 AH-287-L13 AG-911-F13 AG-907-E05 AG-919-E23 AG-911-G14 AG-447-K20 AG-319-D09 35 33.7416 0.165079 158 17.3333 158 20
29.0_34.0 AG-893-K07 AG-911-I02 AG-911-F16 AG-916-C10 AG-453-B23 AG-337-E20 AG-911-G14 AH-324-F14 AG-907-E05 AG-313-D08 35 33.589 0.196825 148 20.6667 148 43
29.0_34.0 AH-287-L13 AG-920-L07 AG-343-E15 AG-337-E20 AG-911-F13 AG-907-E05 AG-896-F13 AG-915-K19 AH-324-F14 AG-313-D08 35 33.6293 0.219048 141 23 141 37
29.0_34.0 AH-287-O21 AG-917-B07 AG-453-B23 AG-895-B20 AG-337-E20 AG-915-K19 AH-324-F14 AG-896-F13 AG-313-D08 AG-365-L08 35 33.989 0.225397 139 23.6667 139 37
29.0_34.0 AG-911-F16 AG-916-C10 AG-426-F20 AG-916-M14 AG-337-E20 AG-365-L08 AG-907-E05 AG-919-E23 AG-911-G14 AG-447-K20 35 33.9858 0.0857143 183 9 183 15
29.0_34.0 AG-911-F16 AG-899-B02 AH-321-D15 AG-892-O07 AG-337-E20 AG-915-K19 AH-324-F14 AG-919-E23 AG-313-D08 AG-447-O13 35 33.873 0.155556 161 16.3333 161 15
29.5_35.0 AH-287-O21 AH-287-L13 AG-390-G23 AG-915-O07 AG-907-E05 AG-919-E23 AG-915-K19 AH-324-F14 AG-313-D08 AG-447-O13 35 34.1816 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AH-287-L13 AG-891-J06 AG-901-J22 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-313-D08 AG-447-O13 35 34.009 0.190476 150 20 150 12
29.5_35.0 AG-893-K07 AG-892-O07 AG-892-F15 AG-911-F13 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-313-D08 AG-447-O13 35 34.0171 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-916-O13 AG-404-M02 AG-907-E05 AG-919-E23 AG-453-B11 AG-447-K20 AG-313-D08 AG-365-L08 35 34.3024 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-461-E04 AG-349-G20 AG-907-E05 AG-896-F13 AG-917-C02 AG-911-G14 AG-390-E17 AG-426-I05 35 34.1165 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-470-L20 AG-359-F09 AG-907-E05 AG-896-F13 AG-917-C02 AG-911-G14 AG-313-D08 AG-365-L08 35 34.0416 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-919-L02 AG-892-F10 AG-907-E05 AG-919-E23 AG-911-G14 AG-447-K20 AG-313-D08 AG-447-O13 35 34.1676 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-464-G03 AG-899-D02 AG-907-E05 AG-919-E23 AG-453-B11 AG-447-K20 AG-390-E17 AG-365-L08 35 34.2806 0.190476 150 20 150 12
29.5_35.0 AH-287-O21 AG-893-P05 AG-359-P18 AG-349-G20 AG-907-E05 AG-919-E23 AG-915-K19 AH-324-F14 AG-313-D08 AG-426-I05 35 34.2779 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-891-K19 AG-359-F09 AG-907-E05 AG-896-F13 AG-453-B11 AG-447-K20 AG-390-E17 AG-426-I05 35 33.9091 0.190476 150 20 150 12
29.5_35.0 AH-287-O21 AG-893-P05 AG-426-L19 AG-898-B20 AG-907-E05 AG-896-F13 AG-915-K19 AG-447-K20 AG-313-D08 AG-447-O13 35 34.0696 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-337-I10 AG-892-K07 AG-907-E05 AG-896-F13 AG-453-B11 AH-324-F14 AG-319-D09 AG-447-O13 35 33.996 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-893-P05 AG-899-M07 AG-337-B03 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-319-D09 AG-447-O13 35 34.0286 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-414-P09 AG-892-K07 AG-907-E05 AG-919-E23 AG-915-K19 AG-447-K20 AG-319-D09 AG-365-L08 35 34.1265 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-918-G06 AG-901-J22 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-313-D08 AG-447-O13 35 34.3011 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-895-F07 AG-907-I19 AG-907-E05 AG-896-F13 AG-915-K19 AG-447-K20 AG-319-D09 AG-447-O13 35 33.9711 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-898-F23 AG-901-J22 AG-907-E05 AG-896-F13 AG-917-C02 AG-911-G14 AG-390-E17 AG-365-L08 35 34.2122 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-461-P14 AG-337-E20 AG-907-E05 AG-919-E23 AG-911-G14 AH-324-F14 AG-319-D09 AG-447-O13 35 34.1012 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-390-I17 AG-911-F13 AG-907-E05 AG-896-F13 AG-453-B11 AH-324-F14 AG-313-D08 AG-365-L08 35 33.9707 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AH-287-L13 AG-365-C14 AG-892-K07 AG-907-E05 AG-896-F13 AG-917-C02 AG-911-G14 AG-390-E17 AG-365-L08 35 34.0424 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-897-O11 AG-911-L17 AG-907-E05 AG-896-F13 AG-453-B11 AG-447-K20 AG-390-E17 AG-426-I05 35 33.8667 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-893-J08 AG-911-F13 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-313-D08 AG-426-I05 35 34.2283 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-916-M06 AG-891-J16 AG-907-E05 AG-919-E23 AG-911-G14 AG-447-K20 AG-390-E17 AG-447-O13 35 34.0903 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AH-287-I04 AG-359-F09 AG-907-E05 AG-896-F13 AG-453-B11 AG-447-K20 AG-313-D08 AG-426-I05 35 34.0006 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-453-K22 AG-907-I19 AG-907-E05 AG-896-F13 AG-453-B11 AH-324-F14 AG-313-D08 AG-447-O13 35 34.0288 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-893-P05 AG-426-L23 AG-404-M02 AG-907-E05 AG-919-E23 AG-453-B11 AH-324-F14 AG-319-D09 AG-426-I05 35 34.1219 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-893-M03 AG-337-B03 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-390-E17 AG-365-L08 35 34.1378 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-894-G18 AG-895-B20 AG-907-E05 AG-896-F13 AG-915-K19 AG-447-K20 AG-319-D09 AG-447-O13 35 33.9696 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AH-321-P10 AG-892-F10 AG-907-E05 AG-896-F13 AG-915-K19 AH-324-F14 AG-313-D08 AG-426-I05 35 33.9118 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-915-J15 AG-337-E20 AG-907-E05 AG-919-E23 AG-911-G14 AG-447-K20 AG-319-D09 AG-447-O13 35 34.1892 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-895-B06 AG-907-I19 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-313-D08 AG-426-I05 35 34.398 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-891-N03 AG-891-J16 AG-907-E05 AG-896-F13 AG-911-G14 AH-324-F14 AG-319-D09 AG-365-L08 35 33.9109 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-916-K14 AG-907-I19 AG-907-E05 AG-896-F13 AG-915-K19 AG-447-K20 AG-390-E17 AG-365-L08 35 33.9835 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-894-I07 AG-404-M02 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-319-D09 AG-365-L08 35 34.3783 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-917-N08 AG-898-B20 AG-907-E05 AG-919-E23 AG-915-K19 AH-324-F14 AG-319-D09 AG-426-I05 35 34.2889 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-893-P05 AG-359-E10 AG-891-J16 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-313-D08 AG-365-L08 35 34.1792 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-325-E20 AG-911-L17 AG-907-E05 AG-896-F13 AG-911-G14 AG-447-K20 AG-319-D09 AG-447-O13 35 34.0888 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-916-E19 AG-891-J16 AG-907-E05 AG-919-E23 AG-915-K19 AH-324-F14 AG-319-D09 AG-426-I05 35 33.9941 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-410-L19 AG-911-L17 AG-907-E05 AG-896-F13 AG-915-K19 AG-917-C02 AG-313-D08 AG-447-O13 35 34.004 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-892-L05 AG-892-K07 AG-907-E05 AG-896-F13 AG-915-K19 AH-324-F14 AG-313-D08 AG-365-L08 35 34.0147 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-895-J19 AG-911-L17 AG-907-E05 AG-919-E23 AG-453-B11 AH-324-F14 AG-319-D09 AG-365-L08 35 34.1862 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-905-E11 AG-899-D02 AG-907-E05 AG-896-F13 AG-453-B11 AH-324-F14 AG-319-D09 AG-447-O13 35 33.9121 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-900-I13 AG-899-D02 AG-907-E05 AG-896-F13 AG-915-K19 AG-447-K20 AG-319-D09 AG-426-I05 35 34.0079 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-893-L07 AG-404-M02 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-390-E17 AG-447-O13 35 34.1919 0.190476 150 20 150 0
29.5_35.0 AG-893-K07 AG-892-O07 AG-426-F11 AG-891-J16 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-319-D09 AG-447-O13 35 34.0035 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-390-M15 AG-349-G20 AG-907-E05 AG-896-F13 AG-911-G14 AG-447-K20 AG-313-D08 AG-447-O13 35 33.9995 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-893-P05 AG-453-G21 AG-404-M02 AG-907-E05 AG-919-E23 AG-915-K19 AH-324-F14 AG-319-D09 AG-365-L08 35 34.2868 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AH-287-L13 AG-916-K04 AG-891-J16 AG-907-E05 AG-919-E23 AG-915-K19 AG-917-C02 AG-319-D09 AG-447-O13 35 34.0877 0.190476 150 20 150 0
29.5_35.0 AH-287-O21 AG-892-O07 AG-918-N11 AG-349-G20 AG-907-E05 AG-896-F13 AG-917-C02 AG-453-B11 AG-319-D09 AG-365-L08 35 34.1219 0.190476 150 20 150 12
29.5_35.0 AG-893-K07 AH-287-L13 AG-892-K05 AG-349-G20 AG-907-E05 AG-919-E23 AG-917-C02 AG-911-G14 AG-319-D09 AG-426-I05 35 34.2519 0.190476 150 20 150 0
3.0_6.0 AG-894-N05 AG-422-K13 AG-893-K23 AG-894-O08 AG-895-D05 AG-895-M18 AG-894-K10 AG-894-G22 AG-895-M21 AG-912-P07 6.03111 5.98473 0.666667 0 70 0 210
3.0_6.0 AG-359-M21 AG-414-O11 AG-915-P01 AG-918-L21 AG-920-J04 AG-899-N21 AG-917-A09 AG-414-L09 AG-904-F17 AG-911-G03 4.60177 4.6145 0.666667 0 70 0 210
3.0_6.0 AG-426-M19 AG-894-F03 AG-891-N03 AG-918-E02 AG-908-C17 AG-898-G21 AG-900-P18 AG-900-I19 AG-907-M07 AG-896-G07 6.26548 6.26087 0.666667 0 70 0 182
3.0_6.0 AG-919-L02 AG-917-K06 AG-903-O08 AG-447-N18 AG-919-C02 AG-904-L02 AG-896-K10 AG-894-B07 AG-919-L14 AG-891-C15 5.60378 5.54297 0.666667 0 70 0 210
3.0_6.0 AG-915-O02 AG-894-N05 AG-422-K13 AG-893-K05 AG-894-I06 AG-895-M18 AG-917-E11 AG-896-E23 AG-894-G22 AG-912-P07 5.7931 5.65857 0.666667 0 70 0 182
3.0_6.0 AG-900-G16 AG-426-E13 AG-898-A03 AG-913-G10 AG-900-P18 AG-900-I19 AG-916-E19 AG-907-M07 AG-894-F15 AG-426-M19 6.46668 6.43065 0.666667 0 70 0 210
3.0_6.0 AG-915-O02 AG-915-K06 AG-894-N05 AG-919-J11 AG-894-O08 AG-893-K23 AG-895-D05 AG-894-P13 AG-896-E23 AG-894-K10 6.10489 6.06992 0.666667 0 70 0 182
3.0_6.0 AG-915-P01 AG-359-M21 AG-920-J04 AG-899-N21 AG-917-A09 AG-903-K22 AG-917-P07 AG-414-L09 AG-904-F17 AG-911-G03 4.4554 4.53034 0.666667 0 70 0 182
3.0_6.0 AG-893-M22 AG-891-N03 AG-898-A03 AG-894-F03 AG-918-E02 AG-900-I19 AG-892-F15 AG-894-F15 AG-426-M19 AG-900-I13 6.50811 6.4573 0.577778 28 60.6667 28 182
3.0_6.0 AG-915-P01 AG-915-K13 AG-359-M21 AG-920-J04 AG-899-N21 AG-917-A09 AG-920-K11 AG-414-L09 AG-913-A04 AG-911-G03 4.63054 4.68317 0.666667 0 70 0 182
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-893-L04 AG-422-B15 AG-916-I16 5.90933 5.84783 0.666667 0 70 0 182
3.0_6.0 AG-919-L14 AG-905-E10 AG-903-E15 AG-904-L02 AG-896-K10 AG-917-K06 AG-903-F09 AG-903-O08 AG-439-I14 AG-891-C15 5.65709 5.51617 0.577778 28 60.6667 28 182
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-914-B16 AG-422-B15 AG-916-I16 5.85733 5.81371 0.666667 0 70 0 182
3.0_6.0 AG-426-M19 AG-426-E13 AG-898-A03 AG-894-F03 AG-918-E02 AG-894-B06 AG-912-I02 AG-900-P18 AG-893-O16 AG-896-G07 6.59594 6.47509 0.666667 0 70 0 210
3.0_6.0 AG-893-M22 AG-891-N03 AG-898-A03 AG-894-F03 AG-916-E19 AG-894-B06 AG-907-M07 AG-894-F15 AG-426-M19 AG-900-I13 6.48682 6.43218 0.577778 28 60.6667 28 182
3.0_6.0 AG-903-I23 AG-892-E23 AG-912-N03 AG-893-E16 AG-915-C07 AG-918-N11 AG-895-J15 AG-919-N08 AG-892-D10 AG-891-J18 5.63636 5.86705 0.666667 0 70 0 210
3.0_6.0 AG-917-M17 AG-903-I23 AG-893-E16 AG-915-C07 AG-904-O04 AG-892-D10 AG-891-J18 AG-919-D10 AG-895-E07 AG-919-N08 6.55813 6.42193 0.666667 0 70 0 210
3.0_6.0 AG-917-E11 AG-894-P13 AG-895-M18 AG-915-K06 AG-894-N05 AG-919-J11 AG-894-O08 AG-893-K23 AG-896-E23 AG-894-G22 6.02346 6.04218 0.666667 0 70 0 210
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-914-B16 AG-422-B15 AG-916-I16 5.85733 5.81371 0.666667 0 70 0 182
3.0_6.0 AG-917-M17 AG-909-K20 AG-896-E11 AG-903-I23 AG-912-N03 AG-893-E16 AG-894-C10 AG-891-G05 AG-919-D10 AG-894-O04 6.4843 6.34067 0.666667 0 70 0 182
3.0_6.0 AG-426-M19 AG-426-E13 AG-894-F03 AG-913-G10 AG-898-J19 AG-894-B06 AG-900-I19 AG-908-C17 AG-907-M07 AG-896-G07 6.46636 6.4045 0.666667 0 70 0 210
3.0_6.0 AG-426-M19 AG-891-N03 AG-898-A03 AG-894-F03 AG-918-E02 AG-900-I19 AG-916-E19 AG-912-I02 AG-907-M07 AG-896-G07 6.46636 6.45543 0.577778 28 60.6667 28 182
3.0_6.0 AG-359-M21 AG-359-C09 AG-915-P01 AG-920-J04 AG-893-N22 AG-899-N21 AG-917-A09 AG-414-L09 AG-904-F17 AG-911-G03 4.62585 4.65549 0.666667 0 70 0 155
3.0_6.0 AG-920-J16 AG-894-P13 AG-895-M18 AG-894-I06 AG-894-N05 AG-422-K13 AG-893-K23 AG-894-O08 AG-894-G22 AG-912-P07 5.79297 5.65774 0.666667 0 70 0 210
3.0_6.0 AG-893-M22 AG-426-E13 AG-898-A03 AG-913-G10 AG-900-P18 AG-900-I19 AG-916-E19 AG-903-C11 AG-893-O16 AG-892-F15 6.49758 6.41461 0.666667 0 70 0 182
3.0_6.0 AG-920-J16 AG-894-I06 AG-895-M18 AG-894-N05 AG-893-K23 AG-896-E23 AG-894-K10 AG-894-G22 AG-895-M21 AG-912-P07 5.99907 5.89568 0.666667 0 70 0 182
3.0_6.0 AG-915-P01 AG-915-K13 AG-359-M21 AG-920-J04 AG-899-N21 AG-917-A09 AG-917-C11 AG-917-I17 AG-414-L09 AG-911-G03 4.64011 4.69984 0.657143 3 69 3 115
3.0_6.0 AG-915-P01 AG-359-M21 AG-920-J04 AG-899-N21 AG-917-A09 AG-903-K22 AG-917-P07 AG-414-L09 AG-904-F17 AG-911-G03 4.4554 4.53034 0.666667 0 70 0 182
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-914-B16 AG-422-B15 AG-916-I16 5.85733 5.81371 0.666667 0 70 0 182
3.0_6.0 AG-915-P01 AG-359-M21 AG-920-J04 AG-918-K09 AG-899-N21 AG-917-A09 AG-917-C08 AG-414-L09 AG-904-F17 AG-911-G03 4.62674 4.67181 0.666667 0 70 0 210
3.0_6.0 AG-426-M19 AG-894-F03 AG-898-A03 AG-916-E19 AG-909-F14 AG-903-C11 AG-900-I19 AG-893-O16 AG-907-M07 AG-896-G07 6.40135 6.37532 0.666667 0 70 0 210
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-914-B16 AG-422-B15 AG-916-I16 5.85733 5.81371 0.666667 0 70 0 182
3.0_6.0 AG-915-K13 AG-359-M21 AG-359-C09 AG-912-F16 AG-915-P01 AG-920-J04 AG-899-N21 AG-917-A09 AG-414-L09 AG-911-G03 4.62585 4.70268 0.666667 0 70 0 147
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-914-B16 AG-422-B15 AG-916-I16 5.85733 5.81371 0.666667 0 70 0 182
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-914-B16 AG-422-B15 AG-916-I16 5.85733 5.81371 0.666667 0 70 0 182
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-893-L04 AG-422-B15 AG-916-I16 5.90933 5.84783 0.666667 0 70 0 182
3.0_6.0 AG-899-C14 AG-896-E11 AG-893-E16 AG-901-E23 AG-892-N06 AG-894-C10 AG-904-O04 AG-895-E07 AG-891-J18 AG-919-N08 6.01686 5.95107 0.666667 0 70 0 182
3.0_6.0 AG-900-I13 AG-900-G16 AG-913-G10 AG-426-E13 AG-894-B06 AG-914-L03 AG-900-I19 AG-893-O16 AG-892-F15 AG-907-M07 6.42163 6.30408 0.666667 0 70 0 182
3.0_6.0 AG-909-K20 AG-892-E23 AG-893-E16 AG-895-A09 AG-892-N06 AG-916-N15 AG-910-G09 AG-918-N11 AG-895-E07 AG-892-D10 6.25791 6.02896 0.666667 0 70 0 182
3.0_6.0 AG-919-L02 AG-905-M18 AG-447-N18 AG-917-K06 AG-903-F09 AG-904-L02 AG-896-K10 AG-894-B07 AG-903-E15 AG-918-G06 5.62936 5.50193 0.666667 0 70 0 182
3.0_6.0 AG-426-M19 AG-426-E13 AG-894-F03 AG-900-I19 AG-916-E19 AG-909-F14 AG-908-C17 AG-898-G21 AG-896-G07 AG-900-I13 6.41783 6.35992 0.666667 0 70 0 182
3.0_6.0 AG-903-I23 AG-899-C14 AG-893-E16 AG-915-C07 AG-904-O04 AG-910-G09 AG-895-J15 AG-919-N08 AG-919-D10 AG-894-O04 6.35952 6.41077 0.666667 0 70 0 210
3.0_6.0 AG-891-C15 AG-918-G06 AG-896-K10 AG-905-M18 AG-447-N18 AG-917-K06 AG-903-F09 AG-903-O08 AG-439-I14 AG-905-E10 5.69345 5.62826 0.666667 0 70 0 155
3.0_6.0 AG-915-K06 AG-894-N05 AG-422-K13 AG-919-J11 AG-893-K05 AG-894-I06 AG-894-P13 AG-896-E23 AG-894-K10 AG-895-M21 6.03111 5.84406 0.666667 0 70 0 210
3.0_6.0 AG-917-E11 AG-894-P13 AG-915-K06 AG-894-N05 AG-919-J11 AG-894-O08 AG-893-K05 AG-895-D05 AG-894-G22 AG-895-M21 5.95964 5.93607 0.666667 0 70 0 210
3.0_6.0 AG-895-F07 AG-894-I07 AG-893-M03 AG-919-N17 AG-439-D15 AG-896-A02 AG-909-G09 AG-914-B16 AG-422-B15 AG-916-I16 5.85733 5.81371 0.666667 0 70 0 182
3.0_6.0 AG-915-E06 AG-915-P01 AG-915-K13 AG-359-M21 AG-920-J04 AG-899-N21 AG-917-A09 AG-917-C11 AG-414-L09 AG-911-G03 4.62694 4.64599 0.663492 1 69.6667 1 155
3.0_6.0 AG-900-I13 AG-894-F03 AG-891-N03 AG-913-G10 AG-916-E19 AG-912-I02 AG-894-B06 AG-900-I19 AG-908-C17 AG-893-O16 6.39951 6.31735 0.666667 0 70 0 182
3.0_6.0 AG-893-M22 AG-913-G10 AG-894-F03 AG-900-P18 AG-900-I19 AG-916-E19 AG-893-O16 AG-896-G07 AG-426-M19 AG-900-I13 6.39008 6.25683 0.666667 0 70 0 182
3.0_6.0 AG-912-N03 AG-895-A09 AG-917-N20 AG-896-E11 AG-894-O02 AG-894-C10 AG-891-G05 AG-895-E07 AG-919-D10 AG-919-N08 6.43321 6.36537 0.666667 0 70 0 210
3.5_6.5 AG-919-L14 AG-903-E15 AH-287-G05 AG-905-M18 AG-447-N18 AG-917-K06 AG-903-F09 AG-903-O08 AG-439-I14 AG-891-C15 5.74895 5.80843 0.666667 0 70 0 182
3.5_6.5 AG-917-M17 AG-894-O02 AG-918-N11 AG-895-J15 AG-894-C10 AG-893-E16 AG-891-G06 AG-901-E23 AG-895-E07 AG-892-D10 6.32329 6.22459 0.666667 0 70 0 210
3.5_6.5 AG-894-O04 AG-897-E09 AG-912-N03 AG-893-E16 AG-917-N20 AG-909-K20 AG-892-E23 AG-891-G23 AG-894-O02 AG-910-G09 6.47697 6.45136 0.666667 0 70 0 147
3.5_6.5 AG-920-J16 AG-894-P13 AG-404-D14 AG-895-M18 AG-894-I06 AG-893-K05 AG-894-K10 AG-894-G22 AG-895-M21 AG-912-P07 6.13579 6.08681 0.666667 0 70 0 210
3.5_6.5 AG-919-L14 AH-287-G05 AG-903-O08 AG-439-I14 AG-917-K06 AG-447-N18 AG-916-K04 AG-904-L02 AG-896-K10 AG-918-G06 5.81298 5.87603 0.666667 0 70 0 210
3.5_6.5 AG-915-O02 AG-915-K06 AG-894-N05 AG-893-K23 AG-917-E11 AG-894-P13 AG-404-D14 AG-895-M18 AG-896-E23 AG-920-M14 6.2171 6.18437 0.666667 0 70 0 182
